EmployeeID,Turnover,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,Wages,CompaniesWorked,OverTime,SalaryHike,PerfoRating,StockOption,TotalWorkingYears,TrainingLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1027,No,27,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,3,Manufacturing Director,4,Married,4227,0,No,18,3,Yes,4,2,3,3,2,2,2
1028,No,35,Travel_Rarely,Research & Development,10,3,Other,2,Male,3,Laboratory Technician,4,Divorced,3917,1,No,20,4,Yes,3,4,2,3,2,1,2
1029,No,42,Travel_Rarely,Sales,5,2,Marketing,4,Male,3,Manager,3,Married,18303,6,No,13,3,No,21,3,4,1,0,0,0
1030,No,50,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Male,3,Laboratory Technician,4,Married,2380,4,No,18,3,No,8,5,3,1,0,0,0
1032,No,59,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,2,Manufacturing Director,4,Single,13726,3,Yes,13,3,No,30,4,3,5,3,4,3
1033,Yes,37,Travel_Rarely,Research & Development,11,2,Medical,1,Female,1,Healthcare Representative,2,Married,4777,5,No,15,3,No,15,2,1,1,0,0,0
1034,No,55,Travel_Frequently,Research & Development,18,4,Medical,3,Male,3,Healthcare Representative,2,Married,6385,3,Yes,14,3,Yes,17,3,3,8,7,6,7
1035,No,41,Non-Travel,Research & Development,7,1,Life Sciences,2,Female,1,Research Director,3,Divorced,19973,1,No,22,4,Yes,21,3,3,21,16,5,10
1036,No,38,Travel_Rarely,Sales,3,4,Life Sciences,2,Male,3,Sales Executive,4,Single,6861,8,Yes,12,3,No,19,1,3,1,0,0,0
1037,Yes,26,Non-Travel,Sales,29,2,Medical,2,Male,1,Sales Executive,1,Single,4969,8,No,18,3,No,7,6,3,2,2,2,2
1038,Yes,52,Travel_Rarely,Sales,2,1,Marketing,1,Female,1,Manager,4,Married,19845,1,No,15,3,Yes,33,3,3,32,14,6,9
1039,No,44,Travel_Rarely,Sales,28,3,Medical,4,Female,4,Sales Executive,4,Married,13320,3,Yes,18,3,Yes,23,2,3,12,11,11,11
1040,No,50,Non-Travel,Sales,1,3,Life Sciences,4,Female,3,Sales Executive,3,Married,6347,0,No,12,3,Yes,19,3,3,18,7,0,13
1042,Yes,36,Travel_Rarely,Research & Development,16,4,Life Sciences,3,Female,4,Laboratory Technician,1,Single,2743,1,No,16,3,No,18,1,3,17,13,15,14
1043,No,39,Travel_Frequently,Research & Development,22,3,Medical,4,Female,3,Manufacturing Director,1,Single,10880,1,Yes,13,3,No,21,2,3,21,6,2,8
1044,No,33,Non-Travel,Sales,8,1,Life Sciences,2,Female,2,Sales Representative,4,Single,2342,0,No,19,3,No,3,2,2,2,2,2,2
1045,No,45,Travel_Rarely,Sales,11,2,Life Sciences,4,Female,3,Manager,4,Married,17650,3,No,13,3,Yes,26,4,4,9,3,1,1
1046,No,32,Non-Travel,Research & Development,29,4,Medical,4,Female,3,Laboratory Technician,3,Single,4025,9,No,12,3,No,10,2,3,8,7,7,7
1047,No,34,Travel_Rarely,Sales,1,4,Marketing,2,Male,4,Sales Executive,4,Divorced,9725,0,No,11,3,Yes,16,2,2,15,1,0,9
1048,No,59,Travel_Rarely,Sales,1,2,Technical Degree,2,Male,3,Manager,4,Married,11904,3,Yes,14,3,Yes,14,1,1,6,4,0,4
1049,No,45,Travel_Rarely,Human Resources,24,4,Medical,2,Male,3,Human Resources,2,Single,2177,1,No,16,3,No,6,3,3,6,3,0,4
1050,No,53,Travel_Frequently,Sales,2,3,Marketing,3,Female,2,Sales Executive,2,Married,7525,2,No,12,3,Yes,30,2,3,15,7,6,12
1052,Yes,36,Travel_Rarely,Research & Development,15,3,Other,1,Male,3,Laboratory Technician,3,Divorced,4834,7,No,14,3,Yes,9,3,2,1,0,0,0
1053,Yes,26,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Male,3,Research Scientist,1,Married,2042,6,Yes,14,3,Yes,6,2,3,3,2,1,2
1055,No,34,Travel_Rarely,Sales,10,4,Life Sciences,3,Female,3,Sales Representative,3,Married,2220,1,Yes,19,3,Yes,1,2,3,1,1,0,0
1056,No,28,Travel_Rarely,Sales,10,1,Medical,4,Male,3,Sales Representative,2,Married,1052,1,No,22,4,No,1,5,3,1,0,0,0
1060,No,38,Travel_Frequently,Research & Development,3,4,Other,3,Male,3,Research Scientist,3,Married,2821,3,No,16,3,Yes,8,2,3,2,2,2,2
1061,No,50,Travel_Rarely,Research & Development,2,4,Medical,2,Male,3,Research Director,3,Married,19237,2,Yes,11,3,Yes,29,2,2,8,1,7,7
1062,No,37,Travel_Rarely,Research & Development,3,3,Other,4,Female,3,Healthcare Representative,2,Single,4107,3,No,15,3,No,8,3,2,4,3,0,1
1066,No,40,Travel_Rarely,Sales,26,3,Marketing,3,Male,3,Sales Executive,1,Married,8396,1,No,14,3,Yes,8,3,2,7,7,7,5
1068,No,26,Travel_Frequently,Research & Development,1,1,Medical,1,Female,2,Research Scientist,3,Divorced,2007,1,No,13,3,Yes,5,5,3,5,3,1,3
1069,No,46,Travel_Rarely,Research & Development,1,4,Medical,4,Male,3,Research Director,4,Divorced,19627,9,No,17,3,Yes,23,0,3,2,2,2,2
1070,No,54,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,2,Sales Executive,3,Married,10686,6,No,11,3,Yes,13,4,3,9,4,7,0
1071,No,56,Travel_Frequently,Research & Development,9,3,Medical,1,Female,3,Research Scientist,3,Married,2942,2,No,19,3,Yes,18,4,3,5,4,0,3
1073,No,36,Travel_Rarely,Research & Development,12,5,Medical,4,Female,2,Manufacturing Director,4,Single,8858,0,No,11,3,No,15,2,2,14,8,7,8
1074,No,55,Non-Travel,Research & Development,2,1,Medical,3,Male,2,Manager,1,Single,16756,7,No,15,3,No,31,3,4,9,7,6,2
1076,No,43,Travel_Rarely,Sales,25,3,Medical,3,Male,2,Sales Executive,4,Divorced,10798,5,No,13,3,Yes,18,5,3,1,0,0,0
1077,Yes,20,Travel_Frequently,Sales,9,3,Marketing,4,Female,3,Sales Representative,4,Single,2323,1,Yes,14,3,No,2,3,3,2,2,0,2
1079,Yes,21,Travel_Rarely,Research & Development,10,3,Life Sciences,3,Female,2,Laboratory Technician,1,Single,1416,1,No,13,3,No,1,6,2,1,0,1,0
1080,No,46,Travel_Rarely,Research & Development,8,4,Life Sciences,4,Female,2,Research Scientist,1,Divorced,4615,8,Yes,23,4,Yes,19,2,3,16,13,1,7
1081,Yes,51,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Male,3,Research Scientist,3,Married,2461,9,Yes,12,3,Yes,18,2,4,10,0,2,7
1082,Yes,28,Non-Travel,Research & Development,24,2,Technical Degree,2,Male,2,Healthcare Representative,1,Single,8722,1,No,12,3,No,10,2,2,10,7,1,9
1083,No,26,Travel_Rarely,Research & Development,1,2,Medical,1,Male,2,Laboratory Technician,1,Married,3955,1,No,16,3,Yes,6,2,3,5,3,1,3
1084,No,30,Travel_Rarely,Research & Development,20,3,Other,3,Male,3,Manufacturing Director,1,Married,9957,0,No,15,3,Yes,7,1,2,6,2,0,2
1085,No,41,Travel_Rarely,Research & Development,7,2,Technical Degree,2,Female,4,Research Scientist,3,Married,3376,1,No,13,3,No,10,3,3,10,6,0,8
1088,No,38,Travel_Rarely,Research & Development,17,1,Life Sciences,3,Female,2,Healthcare Representative,3,Married,8823,0,No,18,3,Yes,20,4,2,19,9,1,9
1092,No,40,Travel_Rarely,Research & Development,20,4,Technical Degree,1,Male,3,Healthcare Representative,4,Married,10322,4,No,20,4,Yes,14,6,3,11,10,11,1
1094,No,27,Non-Travel,Research & Development,8,5,Life Sciences,1,Male,1,Laboratory Technician,3,Married,4621,1,No,19,3,Yes,3,4,3,3,2,1,2
1096,No,55,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,3,Manufacturing Director,2,Married,10976,3,No,18,3,Yes,23,4,3,3,2,1,2
1097,No,28,Travel_Rarely,Research & Development,10,3,Other,3,Female,3,Research Scientist,3,Single,3660,3,No,13,3,No,10,4,4,8,7,1,7
1098,Yes,44,Travel_Rarely,Human Resources,1,2,Medical,2,Male,2,Human Resources,1,Married,10482,9,No,14,3,Yes,24,1,3,20,6,3,6
1099,No,33,Travel_Rarely,Research & Development,5,3,Life Sciences,4,Male,2,Healthcare Representative,4,Divorced,7119,4,No,15,3,Yes,9,2,3,3,2,1,2
1100,Yes,35,Travel_Rarely,Sales,4,3,Technical Degree,4,Male,3,Sales Executive,1,Single,9582,0,Yes,22,4,No,9,2,3,8,7,4,7
1101,Yes,33,Travel_Frequently,Research & Development,29,4,Medical,1,Female,2,Research Scientist,3,Single,4508,1,No,22,4,No,14,4,3,13,7,3,8
1102,No,28,Travel_Rarely,Research & Development,15,2,Life Sciences,1,Male,3,Laboratory Technician,3,Divorced,2207,1,No,16,3,Yes,4,5,2,4,2,2,2
1103,No,34,Travel_Frequently,Research & Development,3,1,Life Sciences,1,Male,3,Healthcare Representative,4,Single,7756,0,No,17,3,No,7,1,2,6,2,0,4
1105,No,37,Travel_Rarely,Sales,10,4,Life Sciences,4,Female,2,Sales Executive,4,Divorced,6694,2,Yes,14,3,Yes,8,5,3,1,0,0,0
1106,Yes,25,Travel_Rarely,Research & Development,4,1,Technical Degree,4,Male,3,Laboratory Technician,4,Married,3691,1,Yes,15,3,Yes,7,3,4,7,7,5,6
1107,Yes,26,Travel_Rarely,Research & Development,21,3,Medical,1,Male,3,Laboratory Technician,3,Divorced,2377,1,No,20,4,Yes,1,0,2,1,1,0,0
1108,Yes,33,Travel_Rarely,Research & Development,25,3,Medical,1,Male,2,Research Scientist,2,Single,2313,4,Yes,20,4,No,5,0,3,2,2,2,2
1109,No,42,Travel_Rarely,Research & Development,2,2,Medical,4,Male,3,Manager,1,Married,17665,0,No,17,3,Yes,23,3,3,22,6,13,7
1111,Yes,28,Travel_Frequently,Research & Development,1,3,Medical,1,Male,2,Laboratory Technician,2,Divorced,2596,1,No,15,3,Yes,1,2,3,1,0,0,0
1113,Yes,50,Travel_Frequently,Sales,1,4,Other,4,Male,3,Sales Executive,3,Single,4728,3,Yes,14,3,No,5,4,3,0,0,0,0
1114,No,33,Travel_Frequently,Sales,7,3,Life Sciences,4,Female,3,Sales Executive,2,Married,4302,0,No,17,3,Yes,4,3,3,3,2,0,2
1115,No,34,Non-Travel,Research & Development,3,4,Life Sciences,3,Male,2,Research Scientist,4,Married,2979,3,No,17,3,Yes,6,2,3,0,0,0,0
1116,No,48,Non-Travel,Research & Development,1,4,Medical,1,Male,4,Manager,4,Single,16885,2,No,22,4,No,27,3,2,5,4,2,1
1117,No,45,Non-Travel,Sales,9,4,Life Sciences,2,Female,2,Sales Executive,3,Married,5593,1,No,13,3,Yes,15,2,3,15,10,4,12
1118,No,52,Travel_Rarely,Research & Development,7,4,Life Sciences,2,Male,3,Healthcare Representative,2,Single,10445,7,No,19,3,No,18,4,3,8,6,4,0
1119,No,38,Travel_Rarely,Sales,10,4,Marketing,3,Male,2,Sales Executive,3,Divorced,8740,0,Yes,14,3,Yes,9,2,3,8,7,2,7
1120,No,29,Travel_Rarely,Research & Development,28,4,Life Sciences,3,Female,3,Research Scientist,4,Divorced,2514,4,No,22,4,Yes,11,1,3,7,5,1,7
1121,No,28,Travel_Rarely,Research & Development,3,3,Medical,4,Female,3,Manufacturing Director,2,Divorced,7655,0,No,17,3,Yes,10,3,2,9,7,1,7
1124,No,46,Travel_Rarely,Sales,3,1,Marketing,1,Male,3,Manager,3,Married,17465,3,No,12,3,Yes,23,3,3,12,9,4,9
1125,No,38,Travel_Rarely,Sales,2,2,Marketing,4,Male,3,Sales Executive,2,Single,7351,7,No,16,3,No,10,2,3,1,0,0,0
1126,No,43,Travel_Frequently,Research & Development,27,3,Life Sciences,3,Female,3,Manufacturing Director,1,Married,10820,8,No,11,3,Yes,18,1,3,8,7,0,1
1127,Yes,39,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Male,3,Healthcare Representative,4,Divorced,12169,7,No,11,3,Yes,21,4,3,18,7,11,5
1128,No,40,Travel_Rarely,Research & Development,14,3,Medical,3,Male,2,Research Director,3,Single,19626,1,No,14,3,No,21,2,4,20,7,4,9
1131,No,21,Travel_Rarely,Research & Development,1,1,Technical Degree,4,Female,2,Research Scientist,2,Single,2070,1,Yes,11,3,No,2,6,4,2,2,2,2
1132,No,39,Non-Travel,Research & Development,9,3,Life Sciences,3,Male,3,Laboratory Technician,2,Single,6782,9,No,15,3,No,9,2,2,5,4,0,3
1133,No,36,Non-Travel,Research & Development,18,4,Life Sciences,1,Male,3,Manufacturing Director,4,Single,7779,2,No,20,4,No,18,0,3,11,9,0,9
1135,No,31,Travel_Frequently,Sales,20,3,Life Sciences,3,Male,4,Sales Representative,4,Married,2791,0,No,12,3,Yes,3,4,3,2,2,2,2
1136,No,28,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Male,2,Research Scientist,2,Married,3201,0,No,17,3,No,6,2,1,5,3,0,4
1137,No,35,Travel_Frequently,Sales,11,2,Marketing,4,Male,3,Sales Executive,4,Divorced,4968,1,No,11,3,Yes,5,3,3,5,2,0,2
1138,No,49,Travel_Rarely,Sales,8,4,Technical Degree,4,Male,2,Sales Executive,2,Married,13120,6,No,17,3,Yes,22,3,3,9,8,2,3
1140,No,34,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Male,3,Manufacturing Director,3,Single,4033,2,No,11,3,No,5,3,2,3,2,0,2
1143,No,29,Travel_Frequently,Research & Development,10,3,Life Sciences,4,Female,3,Research Scientist,2,Divorced,3291,0,No,14,3,Yes,8,2,2,7,5,1,1
1148,No,42,Travel_Rarely,Research & Development,29,3,Medical,2,Male,1,Laboratory Technician,4,Single,4272,4,No,19,3,No,16,3,3,1,0,0,0
1150,No,29,Travel_Rarely,Research & Development,8,1,Medical,2,Male,2,Manufacturing Director,4,Married,5056,1,Yes,15,3,Yes,10,2,2,10,7,1,2
1152,No,38,Travel_Rarely,Human Resources,1,3,Human Resources,3,Male,4,Human Resources,3,Married,2844,1,No,13,3,Yes,7,2,4,7,6,5,0
1154,No,28,Travel_Frequently,Research & Development,6,3,Life Sciences,3,Male,2,Research Scientist,3,Divorced,2703,1,Yes,14,3,Yes,3,2,3,3,1,0,2
1156,Yes,18,Non-Travel,Research & Development,8,1,Medical,3,Male,3,Laboratory Technician,3,Single,1904,1,No,12,3,No,0,0,3,0,0,0,0
1157,Yes,33,Travel_Rarely,Sales,9,4,Marketing,1,Female,3,Sales Executive,1,Single,8224,0,Yes,17,3,No,6,3,3,5,2,0,3
1158,No,41,Travel_Rarely,Research & Development,12,4,Life Sciences,2,Male,3,Laboratory Technician,4,Married,4766,3,Yes,11,3,Yes,6,4,3,1,0,0,0
1160,Yes,31,Travel_Frequently,Research & Development,15,3,Medical,3,Male,3,Laboratory Technician,3,Married,2610,1,No,12,3,Yes,2,5,2,2,2,2,2
1161,No,37,Travel_Rarely,Research & Development,25,2,Medical,3,Female,2,Healthcare Representative,4,Divorced,5731,7,No,13,3,Yes,9,2,3,6,2,1,3
1162,No,27,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,2,Research Scientist,3,Married,2539,1,No,13,3,Yes,4,0,3,4,2,2,2
1163,No,34,Travel_Rarely,Sales,9,1,Life Sciences,2,Female,3,Sales Executive,3,Married,5714,1,No,20,4,No,6,3,2,6,5,1,3
1164,No,35,Travel_Rarely,Human Resources,8,4,Technical Degree,3,Male,3,Human Resources,3,Single,4323,1,No,17,3,No,6,2,1,5,4,1,4
1165,Yes,29,Travel_Rarely,Sales,23,1,Life Sciences,4,Female,2,Sales Executive,1,Married,7336,1,No,13,3,Yes,11,3,1,11,8,3,10
1166,No,40,Travel_Frequently,Research & Development,9,4,Medical,2,Female,3,Research Director,3,Single,13499,9,No,17,3,No,20,3,2,18,7,2,13
1167,Yes,42,Travel_Frequently,Sales,12,3,Life Sciences,3,Male,3,Sales Executive,1,Single,13758,0,Yes,12,3,No,22,2,2,21,9,13,14
1171,No,42,Travel_Rarely,Sales,4,4,Marketing,2,Male,3,Sales Executive,1,Single,5155,7,No,13,3,No,9,3,4,6,4,1,5
1172,No,35,Travel_Rarely,Research & Development,1,4,Medical,4,Male,2,Laboratory Technician,3,Married,2258,6,No,12,3,Yes,10,2,3,8,0,1,7
1173,No,24,Travel_Rarely,Research & Development,24,3,Medical,4,Male,3,Laboratory Technician,2,Single,3597,8,No,22,4,No,6,2,3,4,3,1,2
1175,Yes,28,Travel_Rarely,Research & Development,12,1,Life Sciences,3,Female,3,Laboratory Technician,4,Married,2515,1,Yes,11,3,No,1,4,2,1,1,0,0
1177,No,26,Travel_Rarely,Research & Development,3,4,Medical,1,Male,4,Laboratory Technician,4,Married,4420,1,No,22,4,Yes,8,2,3,8,7,0,7
1179,No,30,Travel_Rarely,Sales,10,3,Marketing,3,Male,2,Sales Executive,3,Married,6578,1,No,18,3,Yes,10,3,3,10,3,1,4
1180,No,40,Travel_Frequently,Research & Development,26,2,Medical,3,Female,2,Research Scientist,4,Married,4422,3,Yes,13,3,Yes,16,3,1,1,1,0,0
1182,No,35,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,2,Manufacturing Director,2,Divorced,10274,2,No,18,3,Yes,15,2,4,7,7,6,4
1184,No,34,Travel_Frequently,Research & Development,1,3,Medical,4,Male,2,Healthcare Representative,1,Single,5343,0,No,20,4,No,14,3,3,13,9,4,9
1185,No,35,Travel_Frequently,Research & Development,4,4,Other,4,Male,2,Laboratory Technician,4,Married,2376,1,No,13,3,Yes,2,2,4,2,2,2,2
1188,Yes,43,Travel_Rarely,Sales,9,3,Marketing,1,Female,1,Sales Executive,3,Single,5346,8,No,13,3,No,7,2,2,4,3,1,3
1190,No,32,Non-Travel,Sales,2,1,Life Sciences,3,Female,3,Sales Representative,1,Divorced,2827,1,No,12,3,Yes,1,3,3,1,0,0,0
1191,No,56,Travel_Rarely,Research & Development,4,4,Technical Degree,4,Female,3,Manager,1,Divorced,19943,4,No,13,3,Yes,28,2,3,5,2,4,2
1192,No,29,Travel_Rarely,Research & Development,6,1,Medical,2,Female,3,Laboratory Technician,4,Married,3131,1,No,13,3,Yes,10,5,3,10,8,0,8
1193,No,19,Travel_Rarely,Research & Development,9,2,Life Sciences,3,Male,3,Research Scientist,1,Single,2552,1,No,25,4,No,1,4,3,1,1,0,0
1195,No,45,Travel_Rarely,Research & Development,7,3,Medical,1,Female,3,Research Scientist,3,Married,4477,4,Yes,19,3,Yes,7,2,2,3,2,0,2
1196,No,37,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,Manufacturing Director,4,Married,6474,1,No,13,3,Yes,14,2,2,14,8,3,11
1198,No,20,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,2,Laboratory Technician,3,Single,3033,1,No,12,3,No,2,2,2,2,2,1,2
1200,Yes,44,Travel_Rarely,Research & Development,10,4,Life Sciences,3,Male,3,Research Scientist,3,Single,2936,1,Yes,11,3,No,6,4,3,6,4,0,2
1201,No,53,Travel_Rarely,Research & Development,7,2,Medical,4,Female,3,Manager,3,Divorced,18606,3,No,18,3,Yes,26,6,3,7,7,4,7
1202,No,29,Travel_Rarely,Research & Development,15,1,Life Sciences,2,Female,1,Research Scientist,4,Married,2168,0,Yes,18,3,Yes,6,2,2,5,4,1,3
1203,Yes,22,Travel_Frequently,Research & Development,3,4,Life Sciences,3,Male,2,Research Scientist,4,Married,2853,0,Yes,11,3,Yes,1,5,3,0,0,0,0
1204,No,46,Travel_Rarely,Sales,2,3,Marketing,3,Female,3,Manager,1,Married,17048,8,No,23,4,No,28,2,3,26,15,15,9
1206,No,44,Non-Travel,Research & Development,17,3,Life Sciences,4,Male,1,Research Scientist,3,Single,2290,2,No,13,3,No,6,3,3,0,0,0,0
1207,No,33,Travel_Rarely,Human Resources,2,3,Human Resources,2,Male,3,Human Resources,3,Married,3600,1,No,13,3,Yes,5,2,3,5,4,1,4
1210,Yes,41,Non-Travel,Research & Development,5,2,Life Sciences,1,Male,2,Research Scientist,1,Divorced,2107,6,No,17,3,Yes,5,2,1,1,0,0,0
1211,No,30,Travel_Rarely,Sales,29,4,Life Sciences,3,Male,3,Sales Executive,1,Divorced,4115,8,No,19,3,Yes,8,3,3,4,3,0,3
1212,No,40,Travel_Frequently,Sales,2,4,Medical,2,Male,3,Sales Executive,2,Married,4327,5,No,12,3,Yes,5,2,3,0,0,0,0
1215,No,50,Travel_Frequently,Research & Development,2,3,Medical,4,Female,3,Manager,1,Married,17856,2,No,22,4,Yes,32,3,3,2,2,2,2
1216,No,28,Travel_Rarely,Research & Development,19,4,Medical,4,Male,2,Laboratory Technician,1,Married,3196,1,No,12,3,Yes,6,2,3,6,5,3,3
1217,No,46,Travel_Rarely,Research & Development,15,2,Life Sciences,4,Male,3,Research Director,2,Married,19081,5,No,11,3,Yes,25,2,3,4,2,0,3
1218,No,35,Travel_Rarely,Sales,17,4,Life Sciences,3,Male,3,Sales Executive,1,Married,8966,3,Yes,15,3,Yes,15,2,3,7,7,1,7
1219,Yes,24,Travel_Rarely,Research & Development,17,2,Life Sciences,4,Female,3,Laboratory Technician,2,Married,2210,1,No,13,3,Yes,1,3,1,1,0,0,0
1220,No,33,Travel_Frequently,Sales,25,3,Medical,2,Female,3,Sales Executive,3,Married,4539,1,No,12,3,Yes,10,3,2,10,7,0,1
1221,No,36,Travel_Rarely,Research & Development,6,4,Life Sciences,3,Male,1,Laboratory Technician,3,Divorced,2741,1,No,14,3,Yes,7,4,3,7,7,1,7
1224,No,30,Travel_Rarely,Research & Development,7,4,Life Sciences,3,Male,3,Laboratory Technician,3,Divorced,3491,1,No,13,3,Yes,10,4,2,10,7,8,9
1225,No,44,Travel_Rarely,Research & Development,29,4,Other,4,Male,3,Research Scientist,4,Single,4541,1,No,25,4,No,20,3,3,20,11,13,17
1226,No,20,Travel_Rarely,Sales,21,3,Marketing,3,Male,4,Sales Representative,4,Single,2678,1,No,17,3,No,2,2,3,2,1,2,2
1228,No,46,Travel_Rarely,Research & Development,2,4,Technical Degree,4,Male,3,Manufacturing Director,4,Divorced,7379,2,No,11,3,Yes,12,3,2,6,3,1,4
1231,No,42,Non-Travel,Human Resources,2,5,Medical,4,Male,4,Human Resources,1,Married,6272,7,No,16,3,Yes,10,3,4,4,3,0,3
1233,No,60,Travel_Rarely,Sales,7,4,Marketing,2,Male,4,Sales Executive,4,Divorced,5220,0,Yes,18,3,Yes,12,3,3,11,7,1,9
1234,No,32,Travel_Frequently,Research & Development,13,3,Other,3,Female,2,Laboratory Technician,2,Married,2743,1,No,20,4,Yes,2,2,3,2,2,2,2
1235,No,32,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Female,3,Research Scientist,3,Single,4998,4,Yes,14,3,No,10,2,3,8,7,0,7
1237,No,36,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Female,1,Manufacturing Director,1,Divorced,10252,2,Yes,21,4,Yes,17,2,3,7,7,7,7
1238,No,33,Travel_Rarely,Research & Development,9,3,Medical,1,Male,3,Research Scientist,4,Married,2781,0,No,13,3,Yes,15,5,3,14,10,4,10
1239,No,40,Travel_Rarely,Sales,10,3,Technical Degree,2,Female,2,Sales Executive,2,Divorced,6852,7,No,12,3,Yes,7,2,4,5,1,1,3
1240,No,25,Travel_Rarely,Sales,10,4,Life Sciences,3,Male,3,Sales Executive,4,Single,4950,0,No,14,3,No,5,4,3,4,3,1,1
1241,No,30,Travel_Rarely,Research & Development,1,3,Medical,4,Male,3,Research Scientist,2,Married,3579,0,Yes,21,4,Yes,12,2,3,11,9,5,7
1242,No,42,Travel_Frequently,Research & Development,26,5,Medical,1,Female,3,Research Director,1,Married,13191,3,Yes,17,3,No,20,6,3,1,0,0,0
1243,No,35,Non-Travel,Sales,8,2,Marketing,3,Female,2,Sales Executive,4,Married,10377,4,Yes,11,3,Yes,16,6,2,13,2,4,12
1244,No,27,Travel_Rarely,Research & Development,14,3,Life Sciences,1,Male,3,Research Scientist,1,Married,2235,1,Yes,14,3,Yes,9,3,2,9,7,6,8
1245,No,54,Travel_Frequently,Research & Development,1,4,Life Sciences,4,Female,3,Manufacturing Director,3,Divorced,10502,7,No,17,3,Yes,33,2,1,5,4,1,4
1246,No,44,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Female,4,Research Scientist,4,Married,2011,1,No,13,3,Yes,10,5,3,10,5,7,7
1248,Yes,19,Non-Travel,Research & Development,10,3,Medical,1,Female,2,Research Scientist,2,Single,1859,1,Yes,25,4,No,1,2,4,1,1,0,0
1249,No,29,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,3,Research Scientist,4,Divorced,3760,1,No,15,3,Yes,3,5,3,3,2,1,2
1250,No,54,Travel_Rarely,Research & Development,3,3,Life Sciences,4,Male,3,Research Director,4,Married,17779,3,No,14,3,No,36,2,3,10,9,0,9
1251,No,31,Travel_Rarely,Research & Development,11,2,Medical,3,Male,3,Healthcare Representative,1,Married,6833,1,Yes,12,3,No,6,2,2,6,5,0,1
1252,No,31,Travel_Rarely,Research & Development,24,3,Medical,3,Female,2,Healthcare Representative,1,Single,6812,1,No,19,3,No,10,2,3,10,9,1,8
1254,No,59,Travel_Rarely,Sales,3,3,Life Sciences,3,Female,2,Sales Executive,4,Single,5171,5,No,17,3,No,13,2,3,6,1,0,5
1255,No,43,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Male,1,Research Director,4,Married,19740,3,No,14,3,Yes,25,2,3,8,7,0,7
1256,No,49,Travel_Rarely,Research & Development,4,2,Medical,1,Male,2,Manager,3,Married,18711,2,No,13,3,Yes,23,2,4,1,0,0,0
1257,No,36,Travel_Frequently,Research & Development,3,3,Technical Degree,3,Male,3,Research Scientist,2,Married,3692,1,No,12,3,No,12,2,2,11,10,0,7
1258,No,48,Travel_Rarely,Research & Development,2,2,Technical Degree,4,Male,4,Laboratory Technician,2,Single,2559,5,No,11,3,No,7,4,2,1,0,0,0
1259,No,27,Travel_Rarely,Research & Development,4,2,Life Sciences,1,Male,3,Research Scientist,3,Divorced,2517,1,No,11,3,Yes,5,2,3,5,3,0,3
1260,No,29,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Male,3,Healthcare Representative,4,Divorced,6623,1,Yes,11,3,Yes,6,2,3,6,0,1,0
1263,No,48,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,2,Research Director,4,Single,18265,6,No,12,3,No,25,3,4,1,0,0,0
1264,No,29,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,Research Director,4,Divorced,16124,3,No,14,3,Yes,9,2,2,7,7,1,7
1265,No,34,Travel_Rarely,Research & Development,20,3,Technical Degree,3,Female,4,Research Scientist,3,Married,2585,0,No,17,3,No,2,5,2,1,0,0,0
1267,No,44,Travel_Rarely,Sales,5,3,Marketing,2,Male,3,Manager,2,Married,18213,7,No,11,3,Yes,26,5,3,22,9,3,10
1268,No,33,Travel_Rarely,Sales,10,5,Marketing,4,Male,4,Sales Executive,3,Divorced,8380,0,Yes,14,3,Yes,10,3,3,9,8,0,8
1269,No,19,Travel_Rarely,Research & Development,25,3,Life Sciences,2,Female,4,Research Scientist,4,Single,2994,1,Yes,12,3,No,1,2,3,1,0,0,1
1270,No,23,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,3,Research Scientist,3,Married,1223,1,No,22,4,Yes,1,2,3,1,0,0,1
1273,Yes,25,Travel_Frequently,Sales,24,1,Life Sciences,3,Male,1,Sales Representative,4,Single,1118,1,Yes,14,3,No,1,4,3,1,0,1,0
